pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,state_name,district_n,subdistric,village_na,place_name,tot_p,p_sc,p_st
20,369,2753,379417,jharkhand,saraikela kharsawan,saraikela,rajabasa,rajabasa,25,1,20
20,369,2753,379418,jharkhand,saraikela kharsawan,saraikela,bishun paduka,bishun paduka,830,0,825
20,369,2753,379419,jharkhand,saraikela kharsawan,saraikela,tablapur,tablapur,460,100,98
20,369,2753,379420,jharkhand,saraikela kharsawan,saraikela,thatupara alias begnadih,thatupara alias begnadih,665,225,311
20,369,2753,379421,jharkhand,saraikela kharsawan,saraikela,noagaon,noagaon,706,232,212
20,369,2753,379422,jharkhand,saraikela kharsawan,saraikela,tirildih,tirildih,711,0,671
20,369,2753,379423,jharkhand,saraikela kharsawan,saraikela,kalapathar,kalapathar,596,0,132
20,369,2753,379424,jharkhand,saraikela kharsawan,saraikela,kalaguju,kalaguju,472,7,179
20,369,2753,379425,jharkhand,saraikela kharsawan,saraikela,senisidma,senisidma,691,1,649
20,369,2753,379426,jharkhand,saraikela kharsawan,saraikela,majhia daona,majhia daona,191,0,191
20,369,2753,379427,jharkhand,saraikela kharsawan,saraikela,bara daona,bara daona,170,3,143
20,369,2753,379428,jharkhand,saraikela kharsawan,saraikela,chota daona,chota daona,685,16,631
20,369,2753,379429,jharkhand,saraikela kharsawan,saraikela,bistamsai,bistamsai,434,0,434
20,369,2753,379430,jharkhand,saraikela kharsawan,saraikela,akhilnathpur,akhilnathpur,118,0,118
20,369,2753,379431,jharkhand,saraikela kharsawan,saraikela,jurguria,jurguria,303,0,264
20,369,2753,379432,jharkhand,saraikela kharsawan,saraikela,baralupung,baralupung,317,0,87
20,369,2753,379433,jharkhand,saraikela kharsawan,saraikela,turasai,turasai,325,0,9
20,369,2753,379434,jharkhand,saraikela kharsawan,saraikela,chota lupung,chota lupung,439,112,284
20,369,2753,379435,jharkhand,saraikela kharsawan,saraikela,kadamdiha,kadamdiha,668,0,214
20,369,2753,379437,jharkhand,saraikela kharsawan,saraikela,rujurisai,rujurisai,363,0,330
20,369,2753,379438,jharkhand,saraikela kharsawan,saraikela,rundasai,rundasai,91,0,91
20,369,2753,379439,jharkhand,saraikela kharsawan,saraikela,komdih,komdih,91,0,90
20,369,2753,379440,jharkhand,saraikela kharsawan,saraikela,batiadih,batiadih,193,0,22
20,369,2753,379441,jharkhand,saraikela kharsawan,saraikela,bhondarisai,bhondarisai,883,29,351
20,369,2753,379442,jharkhand,saraikela kharsawan,saraikela,satrusal,satrusal,363,0,279
20,369,2753,379443,jharkhand,saraikela kharsawan,saraikela,noagura,noagura,343,0,343
20,369,2753,379444,jharkhand,saraikela kharsawan,saraikela,joddiha,joddiha,1027,238,528
20,369,2753,379445,jharkhand,saraikela kharsawan,saraikela,mangudih,mangudih,192,0,136
20,369,2753,379446,jharkhand,saraikela kharsawan,saraikela,pathanmara,pathanmara,932,0,858
20,369,2753,379447,jharkhand,saraikela kharsawan,saraikela,ragragi,ragragi,469,0,225
20,369,2753,379448,jharkhand,saraikela kharsawan,saraikela,tholka,tholka,260,0,68
20,369,2753,379449,jharkhand,saraikela kharsawan,saraikela,hurangda,hurangda,686,145,376
20,369,2753,379450,jharkhand,saraikela kharsawan,saraikela,dharamdiha,dharamdiha,533,25,190
20,369,2753,379452,jharkhand,saraikela kharsawan,saraikela,kushnupur,kushnupur,329,0,299
20,369,2753,379453,jharkhand,saraikela kharsawan,saraikela,noadihi,noadihi,269,71,198
20,369,2753,379454,jharkhand,saraikela kharsawan,saraikela,jhaliaposi,jhaliaposi,196,1,149
20,369,2753,379455,jharkhand,saraikela kharsawan,saraikela,sidadih,sidadih,417,0,411
20,369,2753,379456,jharkhand,saraikela kharsawan,saraikela,mirgi,mirgi,732,25,184
20,369,2753,379457,jharkhand,saraikela kharsawan,saraikela,soada,soada,445,0,324
20,369,2753,379458,jharkhand,saraikela kharsawan,saraikela,bara bana,bara bana,594,0,594
20,369,2753,379459,jharkhand,saraikela kharsawan,saraikela,sijudih,sijudih,527,0,197
20,369,2753,379460,jharkhand,saraikela kharsawan,saraikela,murkum,murkum,1234,87,928
20,369,2753,379461,jharkhand,saraikela kharsawan,saraikela,kope,kope,300,0,292
20,369,2753,379462,jharkhand,saraikela kharsawan,saraikela,,sini,6382,928,515
20,369,2753,801802,jharkhand,saraikela kharsawan,saraikela,,seraikela,14252,921,2070
20,369,2754,379463,jharkhand,saraikela kharsawan,gobindpur rajnagar,chorbandha,chorbandha,399,0,178
20,369,2754,379464,jharkhand,saraikela kharsawan,gobindpur rajnagar,gopalpur,gopalpur,294,0,269
20,369,2754,379465,jharkhand,saraikela kharsawan,gobindpur rajnagar,jota,jota,526,0,513
20,369,2754,379467,jharkhand,saraikela kharsawan,gobindpur rajnagar,tipangtanr,tipangtanr,47,0,0
20,369,2754,379468,jharkhand,saraikela kharsawan,gobindpur rajnagar,mundakati,mundakati,319,0,105
20,369,2754,379469,jharkhand,saraikela kharsawan,gobindpur rajnagar,bharatpur,bharatpur,639,20,129
20,369,2754,379470,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara kunabera,bara kunabera,1232,29,212
20,369,2754,379471,jharkhand,saraikela kharsawan,gobindpur rajnagar,chota kunabera,chota kunabera,617,0,560
20,369,2754,379472,jharkhand,saraikela kharsawan,gobindpur rajnagar,majgaon,majgaon,201,0,201
20,369,2754,379473,jharkhand,saraikela kharsawan,gobindpur rajnagar,bisrampur,bisrampur,427,0,425
20,369,2754,379474,jharkhand,saraikela kharsawan,gobindpur rajnagar,bidri,bidri,714,0,498
20,369,2754,379475,jharkhand,saraikela kharsawan,gobindpur rajnagar,batarbera,batarbera,847,0,593
20,369,2754,379476,jharkhand,saraikela kharsawan,gobindpur rajnagar,kendmundi,kendmundi,987,0,292
20,369,2754,379477,jharkhand,saraikela kharsawan,gobindpur rajnagar,bend kalsai,bend kalsai,718,0,309
20,369,2754,379478,jharkhand,saraikela kharsawan,gobindpur rajnagar,balarampur,balarampur,580,0,498
20,369,2754,379479,jharkhand,saraikela kharsawan,gobindpur rajnagar,gangadihi,gangadihi,277,0,0
20,369,2754,379480,jharkhand,saraikela kharsawan,gobindpur rajnagar,tuibasa,tuibasa,564,0,496
20,369,2754,379481,jharkhand,saraikela kharsawan,gobindpur rajnagar,sosodih,sosodih,528,34,456
20,369,2754,379482,jharkhand,saraikela kharsawan,gobindpur rajnagar,gengeruri,gengeruri,1366,8,92
20,369,2754,379483,jharkhand,saraikela kharsawan,gobindpur rajnagar,khair kocha,khair kocha,91,0,0
20,369,2754,379484,jharkhand,saraikela kharsawan,gobindpur rajnagar,bana,bana,1161,0,402
20,369,2754,379485,jharkhand,saraikela kharsawan,gobindpur rajnagar,tengrani,tengrani,1262,12,525
20,369,2754,379486,jharkhand,saraikela kharsawan,gobindpur rajnagar,kolabaria,kolabaria,865,12,152
20,369,2754,379487,jharkhand,saraikela kharsawan,gobindpur rajnagar,chhelkani,chhelkani,385,7,138
20,369,2754,379488,jharkhand,saraikela kharsawan,gobindpur rajnagar,chapra,chapra,732,0,429
20,369,2754,379489,jharkhand,saraikela kharsawan,gobindpur rajnagar,dumardiha,dumardiha,1006,39,213
20,369,2754,379490,jharkhand,saraikela kharsawan,gobindpur rajnagar,burudih,burudih,185,17,52
20,369,2754,379491,jharkhand,saraikela kharsawan,gobindpur rajnagar,bikrampur,bikrampur,338,4,76
20,369,2754,379492,jharkhand,saraikela kharsawan,gobindpur rajnagar,saragchira,saragchira,499,0,32
20,369,2754,379493,jharkhand,saraikela kharsawan,gobindpur rajnagar,haumanada,haumanada,489,0,60
20,369,2754,379494,jharkhand,saraikela kharsawan,gobindpur rajnagar,barakanki,barakanki,674,79,25
20,369,2754,379495,jharkhand,saraikela kharsawan,gobindpur rajnagar,bhalubasa,bhalubasa,413,0,19
20,369,2754,379496,jharkhand,saraikela kharsawan,gobindpur rajnagar,chhota khiri,chhota khiri,767,29,97
20,369,2754,379497,jharkhand,saraikela kharsawan,gobindpur rajnagar,sidadih,sidadih,421,0,0
20,369,2754,379498,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara khiri,bara khiri,631,63,220
20,369,2754,379499,jharkhand,saraikela kharsawan,gobindpur rajnagar,baljori,baljori,370,0,68
20,369,2754,379500,jharkhand,saraikela kharsawan,gobindpur rajnagar,baramtalia,baramtalia,451,0,24
20,369,2754,379501,jharkhand,saraikela kharsawan,gobindpur rajnagar,bankhairbani,bankhairbani,648,0,578
20,369,2754,379502,jharkhand,saraikela kharsawan,gobindpur rajnagar,bera kudar,bera kudar,443,0,285
20,369,2754,379503,jharkhand,saraikela kharsawan,gobindpur rajnagar,matkumbera,matkumbera,1183,0,1035
20,369,2754,379504,jharkhand,saraikela kharsawan,gobindpur rajnagar,padnam sahi,padnam sahi,409,0,172
20,369,2754,379505,jharkhand,saraikela kharsawan,gobindpur rajnagar,sosomuli,sosomuli,878,41,87
20,369,2754,379506,jharkhand,saraikela kharsawan,gobindpur rajnagar,salbani,salbani,280,0,31
20,369,2754,379507,jharkhand,saraikela kharsawan,gobindpur rajnagar,tangarjora,tangarjora,894,17,201
20,369,2754,379508,jharkhand,saraikela kharsawan,gobindpur rajnagar,kesar sara,kesar sara,656,0,619
20,369,2754,379509,jharkhand,saraikela kharsawan,gobindpur rajnagar,lakhiposi,lakhiposi,663,0,590
20,369,2754,379510,jharkhand,saraikela kharsawan,gobindpur rajnagar,paharpur,paharpur,662,0,103
20,369,2754,379511,jharkhand,saraikela kharsawan,gobindpur rajnagar,tumung,tumung,1062,5,141
20,369,2754,379512,jharkhand,saraikela kharsawan,gobindpur rajnagar,antusahi,antusahi,630,0,217
20,369,2754,379513,jharkhand,saraikela kharsawan,gobindpur rajnagar,nagadi,nagadi,329,35,77
20,369,2754,379514,jharkhand,saraikela kharsawan,gobindpur rajnagar,chaliama,chaliama,754,90,35
20,369,2754,379515,jharkhand,saraikela kharsawan,gobindpur rajnagar,batujhar,batujhar,376,0,0
20,369,2754,379516,jharkhand,saraikela kharsawan,gobindpur rajnagar,barsasai,barsasai,216,0,155
20,369,2754,379517,jharkhand,saraikela kharsawan,gobindpur rajnagar,gumdipani,gumdipani,65,0,65
20,369,2754,379518,jharkhand,saraikela kharsawan,gobindpur rajnagar,bhuyanachna,bhuyanachna,805,0,71
20,369,2754,379519,jharkhand,saraikela kharsawan,gobindpur rajnagar,mahesh kudar,mahesh kudar,674,0,363
20,369,2754,379520,jharkhand,saraikela kharsawan,gobindpur rajnagar,bongadandu,bongadandu,439,0,439
20,369,2754,379521,jharkhand,saraikela kharsawan,gobindpur rajnagar,bandi,bandi,88,0,88
20,369,2754,379522,jharkhand,saraikela kharsawan,gobindpur rajnagar,gopinathpur,gopinathpur,464,53,0
20,369,2754,379523,jharkhand,saraikela kharsawan,gobindpur rajnagar,adarhatu,adarhatu,191,0,13
20,369,2754,379524,jharkhand,saraikela kharsawan,gobindpur rajnagar,ranjor,ranjor,511,13,177
20,369,2754,379525,jharkhand,saraikela kharsawan,gobindpur rajnagar,chhota kanki,chhota kanki,299,0,54
20,369,2754,379527,jharkhand,saraikela kharsawan,gobindpur rajnagar,kuorda,kuorda,730,132,140
20,369,2754,379528,jharkhand,saraikela kharsawan,gobindpur rajnagar,sanjar,sanjar,624,0,438
20,369,2754,379529,jharkhand,saraikela kharsawan,gobindpur rajnagar,lakshmiposi,lakshmiposi,760,0,157
20,369,2754,379530,jharkhand,saraikela kharsawan,gobindpur rajnagar,lakshmipur,lakshmipur,554,0,289
20,369,2754,379531,jharkhand,saraikela kharsawan,gobindpur rajnagar,nichintpur,nichintpur,273,0,172
20,369,2754,379532,jharkhand,saraikela kharsawan,gobindpur rajnagar,muhuldiha,muhuldiha,93,0,93
20,369,2754,379533,jharkhand,saraikela kharsawan,gobindpur rajnagar,bankati,bankati,288,0,287
20,369,2754,379534,jharkhand,saraikela kharsawan,gobindpur rajnagar,asua,asua,500,0,290
20,369,2754,379535,jharkhand,saraikela kharsawan,gobindpur rajnagar,baridih,baridih,272,0,67
20,369,2754,379536,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara dholadih,bara dholadih,550,94,119
20,369,2754,379537,jharkhand,saraikela kharsawan,gobindpur rajnagar,ranigunj,ranigunj,161,0,105
20,369,2754,379538,jharkhand,saraikela kharsawan,gobindpur rajnagar,chota dholadih,chota dholadih,445,0,158
20,369,2754,379539,jharkhand,saraikela kharsawan,gobindpur rajnagar,chheria pahari,chheria pahari,511,0,487
20,369,2754,379540,jharkhand,saraikela kharsawan,gobindpur rajnagar,kendmuri,kendmuri,327,0,189
20,369,2754,379541,jharkhand,saraikela kharsawan,gobindpur rajnagar,hakasara,hakasara,308,0,144
20,369,2754,379542,jharkhand,saraikela kharsawan,gobindpur rajnagar,gura,gura,638,0,561
20,369,2754,379543,jharkhand,saraikela kharsawan,gobindpur rajnagar,jarkan,jarkan,638,0,615
20,369,2754,379544,jharkhand,saraikela kharsawan,gobindpur rajnagar,tentla,tentla,287,0,113
20,369,2754,379545,jharkhand,saraikela kharsawan,gobindpur rajnagar,tentidih,tentidih,817,0,170
20,369,2754,379546,jharkhand,saraikela kharsawan,gobindpur rajnagar,kamalpur,kamalpur,454,0,0
20,369,2754,379547,jharkhand,saraikela kharsawan,gobindpur rajnagar,sobhapur,sobhapur,825,0,290
20,369,2754,379548,jharkhand,saraikela kharsawan,gobindpur rajnagar,nayasai,nayasai,277,0,52
20,369,2754,379549,jharkhand,saraikela kharsawan,gobindpur rajnagar,dandu,dandu,1039,207,576
20,369,2754,379550,jharkhand,saraikela kharsawan,gobindpur rajnagar,khairbani,khairbani,514,0,351
20,369,2754,379551,jharkhand,saraikela kharsawan,gobindpur rajnagar,pachrikutung,pachrikutung,312,0,0
20,369,2754,379552,jharkhand,saraikela kharsawan,gobindpur rajnagar,rupanachra,rupanachra,608,1,179
20,369,2754,379553,jharkhand,saraikela kharsawan,gobindpur rajnagar,edal,edal,1681,84,185
20,369,2754,379554,jharkhand,saraikela kharsawan,gobindpur rajnagar,natairuri,natairuri,630,20,108
20,369,2754,379555,jharkhand,saraikela kharsawan,gobindpur rajnagar,nayadih,nayadih,239,0,232
20,369,2754,379556,jharkhand,saraikela kharsawan,gobindpur rajnagar,dumardiha,dumardiha,164,0,0
20,369,2754,379557,jharkhand,saraikela kharsawan,gobindpur rajnagar,sonardi,sonardi,624,0,63
20,369,2754,379558,jharkhand,saraikela kharsawan,gobindpur rajnagar,hesal,hesal,1730,21,12
20,369,2754,379559,jharkhand,saraikela kharsawan,gobindpur rajnagar,bamankutung,bamankutung,457,34,116
20,369,2754,379560,jharkhand,saraikela kharsawan,gobindpur rajnagar,golokutung,golokutung,528,0,219
20,369,2754,379561,jharkhand,saraikela kharsawan,gobindpur rajnagar,chota sijulata,chota sijulata,248,72,0
20,369,2754,379562,jharkhand,saraikela kharsawan,gobindpur rajnagar,khokro,khokro,799,0,544
20,369,2754,379563,jharkhand,saraikela kharsawan,gobindpur rajnagar,bankati,bankati,909,0,41
20,369,2754,379564,jharkhand,saraikela kharsawan,gobindpur rajnagar,gobindpur,gobindpur,1577,24,965
20,369,2754,379565,jharkhand,saraikela kharsawan,gobindpur rajnagar,amlatala,amlatala,542,0,537
20,369,2754,379566,jharkhand,saraikela kharsawan,gobindpur rajnagar,pandugiti,pandugiti,766,0,736
20,369,2754,379567,jharkhand,saraikela kharsawan,gobindpur rajnagar,baghraisai,baghraisai,453,0,353
20,369,2754,379568,jharkhand,saraikela kharsawan,gobindpur rajnagar,bariasai,bariasai,369,52,316
20,369,2754,379569,jharkhand,saraikela kharsawan,gobindpur rajnagar,kushnopur,kushnopur,1025,189,17
20,369,2754,379570,jharkhand,saraikela kharsawan,gobindpur rajnagar,kurma,kurma,609,0,603
20,369,2754,379571,jharkhand,saraikela kharsawan,gobindpur rajnagar,jogitopa,jogitopa,173,0,0
20,369,2754,379573,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara paharpur,bara paharpur,258,0,248
20,369,2754,379574,jharkhand,saraikela kharsawan,gobindpur rajnagar,chhota paharpur,chhota paharpur,505,0,474
20,369,2754,379575,jharkhand,saraikela kharsawan,gobindpur rajnagar,sarangpos,sarangpos,282,0,272
20,369,2754,379576,jharkhand,saraikela kharsawan,gobindpur rajnagar,madanasai,madanasai,359,0,275
20,369,2754,379577,jharkhand,saraikela kharsawan,gobindpur rajnagar,magarkola,magarkola,469,0,34
20,369,2754,379578,jharkhand,saraikela kharsawan,gobindpur rajnagar,namibera,namibera,585,0,484
20,369,2754,379579,jharkhand,saraikela kharsawan,gobindpur rajnagar,changua,changua,362,0,0
20,369,2754,379581,jharkhand,saraikela kharsawan,gobindpur rajnagar,murumdih,murumdih,769,0,457
20,369,2754,379582,jharkhand,saraikela kharsawan,gobindpur rajnagar,rajnagar,rajnagar,1806,264,544
20,369,2754,379583,jharkhand,saraikela kharsawan,gobindpur rajnagar,hensra,hensra,148,0,145
20,369,2754,379584,jharkhand,saraikela kharsawan,gobindpur rajnagar,muriapara,muriapara,662,11,177
20,369,2754,379585,jharkhand,saraikela kharsawan,gobindpur rajnagar,gangdesai,gangdesai,1177,9,1033
20,369,2754,379586,jharkhand,saraikela kharsawan,gobindpur rajnagar,majgaon,majgaon,189,0,189
20,369,2754,379587,jharkhand,saraikela kharsawan,gobindpur rajnagar,gamaria,gamaria,978,2,545
20,369,2754,379588,jharkhand,saraikela kharsawan,gobindpur rajnagar,karko,karko,341,0,340
20,369,2754,379589,jharkhand,saraikela kharsawan,gobindpur rajnagar,solgaria,solgaria,640,9,526
20,369,2754,379590,jharkhand,saraikela kharsawan,gobindpur rajnagar,rutudih,rutudih,707,0,84
20,369,2754,379591,jharkhand,saraikela kharsawan,gobindpur rajnagar,urughutu,urughutu,492,0,143
20,369,2754,379592,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara sijulata,bara sijulata,900,0,149
20,369,2754,379593,jharkhand,saraikela kharsawan,gobindpur rajnagar,patahesal,patahesal,879,144,13
20,369,2754,379594,jharkhand,saraikela kharsawan,gobindpur rajnagar,dangardiha,dangardiha,521,0,69
20,369,2754,379595,jharkhand,saraikela kharsawan,gobindpur rajnagar,gobardhan,gobardhan,887,123,578
20,369,2754,379596,jharkhand,saraikela kharsawan,gobindpur rajnagar,rampur,rampur,300,0,297
20,369,2754,379597,jharkhand,saraikela kharsawan,gobindpur rajnagar,phuphundi,phuphundi,200,0,200
20,369,2754,379598,jharkhand,saraikela kharsawan,gobindpur rajnagar,muchiasai,muchiasai,155,0,120
20,369,2754,379599,jharkhand,saraikela kharsawan,gobindpur rajnagar,itapokhar,itapokhar,358,0,358
20,369,2754,379600,jharkhand,saraikela kharsawan,gobindpur rajnagar,jambani,jambani,1412,1,239
20,369,2754,379601,jharkhand,saraikela kharsawan,gobindpur rajnagar,jumal,jumal,1699,15,1541
20,369,2754,379602,jharkhand,saraikela kharsawan,gobindpur rajnagar,teasara,teasara,710,32,510
20,369,2754,379603,jharkhand,saraikela kharsawan,gobindpur rajnagar,chhota kadal,chhota kadal,811,19,318
20,369,2754,379604,jharkhand,saraikela kharsawan,gobindpur rajnagar,bara kadal,bara kadal,1192,4,543
20,369,2754,379606,jharkhand,saraikela kharsawan,gobindpur rajnagar,ichamara,ichamara,145,0,129
20,369,2754,379607,jharkhand,saraikela kharsawan,gobindpur rajnagar,rora,rora,931,0,828
20,369,2754,379608,jharkhand,saraikela kharsawan,gobindpur rajnagar,chadri,chadri,822,37,313
20,369,2754,379609,jharkhand,saraikela kharsawan,gobindpur rajnagar,nauka,nauka,421,0,119
20,369,2754,379610,jharkhand,saraikela kharsawan,gobindpur rajnagar,gajidih,gajidih,950,35,538
20,369,2754,379611,jharkhand,saraikela kharsawan,gobindpur rajnagar,kalajharna,kalajharna,1157,0,515
20,369,2754,379613,jharkhand,saraikela kharsawan,gobindpur rajnagar,maharajganj,maharajganj,375,0,143
20,369,2754,379614,jharkhand,saraikela kharsawan,gobindpur rajnagar,khandadera,khandadera,181,0,181
20,369,2754,379615,jharkhand,saraikela kharsawan,gobindpur rajnagar,kesargaria,kesargaria,235,0,235
20,369,2754,379616,jharkhand,saraikela kharsawan,gobindpur rajnagar,kotarichara,kotarichara,250,0,214
20,369,2754,379617,jharkhand,saraikela kharsawan,gobindpur rajnagar,bahadurganj,bahadurganj,132,0,132
20,369,2754,379619,jharkhand,saraikela kharsawan,gobindpur rajnagar,bandu,bandu,829,38,754
20,369,2754,379620,jharkhand,saraikela kharsawan,gobindpur rajnagar,patakocha,patakocha,432,0,372
20,369,2754,379621,jharkhand,saraikela kharsawan,gobindpur rajnagar,rabankocha,rabankocha,322,0,321
20,369,2754,379622,jharkhand,saraikela kharsawan,gobindpur rajnagar,burisiring,burisiring,338,0,317
20,369,2754,379623,jharkhand,saraikela kharsawan,gobindpur rajnagar,richituka,richituka,631,0,545
20,369,2754,379624,jharkhand,saraikela kharsawan,gobindpur rajnagar,barubera,barubera,324,0,228
20,369,2754,379625,jharkhand,saraikela kharsawan,gobindpur rajnagar,letoteril,letoteril,1035,85,269
20,369,2754,379626,jharkhand,saraikela kharsawan,gobindpur rajnagar,chakradharpur,chakradharpur,398,11,73
20,369,2754,379627,jharkhand,saraikela kharsawan,gobindpur rajnagar,dubrajpur,dubrajpur,305,0,252
20,369,2754,379628,jharkhand,saraikela kharsawan,gobindpur rajnagar,chaunradih,chaunradih,508,0,477
20,369,2754,379629,jharkhand,saraikela kharsawan,gobindpur rajnagar,hanumatbera,hanumatbera,644,0,644
20,369,2754,379630,jharkhand,saraikela kharsawan,gobindpur rajnagar,phuljhari,phuljhari,239,0,234
20,369,2754,379632,jharkhand,saraikela kharsawan,gobindpur rajnagar,radhanagar,radhanagar,173,0,62
20,369,2754,379633,jharkhand,saraikela kharsawan,gobindpur rajnagar,jamdih,jamdih,824,9,761
20,369,2754,379634,jharkhand,saraikela kharsawan,gobindpur rajnagar,suriaposi,suriaposi,383,0,334
20,369,2754,379635,jharkhand,saraikela kharsawan,gobindpur rajnagar,hatnabera,hatnabera,583,0,323
20,369,2754,379636,jharkhand,saraikela kharsawan,gobindpur rajnagar,sursi,sursi,619,5,602
20,369,2754,379637,jharkhand,saraikela kharsawan,gobindpur rajnagar,khairbani,khairbani,558,14,517
20,369,2754,379638,jharkhand,saraikela kharsawan,gobindpur rajnagar,barhai,barhai,529,17,7
20,369,2754,379639,jharkhand,saraikela kharsawan,gobindpur rajnagar,bhursa,bhursa,457,0,453
20,369,2754,379640,jharkhand,saraikela kharsawan,gobindpur rajnagar,burudih,burudih,418,13,403
20,369,2754,379641,jharkhand,saraikela kharsawan,gobindpur rajnagar,utidih,utidih,698,0,406
20,369,2754,379642,jharkhand,saraikela kharsawan,gobindpur rajnagar,chota bana,chota bana,517,0,384
20,369,2754,379643,jharkhand,saraikela kharsawan,gobindpur rajnagar,dholadih,dholadih,631,0,620
20,369,2754,379644,jharkhand,saraikela kharsawan,gobindpur rajnagar,puha,puha,482,0,466
20,369,2754,379645,jharkhand,saraikela kharsawan,gobindpur rajnagar,katanga,katanga,982,0,758
20,369,2754,379646,jharkhand,saraikela kharsawan,gobindpur rajnagar,kerki,kerki,328,0,71
20,369,2754,379647,jharkhand,saraikela kharsawan,gobindpur rajnagar,gangidih,gangidih,203,0,158
20,369,2754,379648,jharkhand,saraikela kharsawan,gobindpur rajnagar,bandna,bandna,898,0,326
20,369,2754,379649,jharkhand,saraikela kharsawan,gobindpur rajnagar,chokay,chokay,505,0,224
20,369,2754,379651,jharkhand,saraikela kharsawan,gobindpur rajnagar,komdih,komdih,660,0,596
20,369,2754,379652,jharkhand,saraikela kharsawan,gobindpur rajnagar,rola,rola,619,34,568
20,369,2754,379653,jharkhand,saraikela kharsawan,gobindpur rajnagar,somar sai,somar sai,93,0,93
20,369,2754,379654,jharkhand,saraikela kharsawan,gobindpur rajnagar,bajadih,bajadih,576,0,575
20,369,2754,379655,jharkhand,saraikela kharsawan,gobindpur rajnagar,arjunbila,arjunbila,613,0,540
20,369,2754,379656,jharkhand,saraikela kharsawan,gobindpur rajnagar,pukhuria,pukhuria,584,0,550
20,369,2754,379657,jharkhand,saraikela kharsawan,gobindpur rajnagar,raghunathpur,raghunathpur,333,158,63
20,369,2754,379658,jharkhand,saraikela kharsawan,gobindpur rajnagar,kumrasol,kumrasol,428,0,398
20,369,2754,379659,jharkhand,saraikela kharsawan,gobindpur rajnagar,uparsira,uparsira,700,0,606
20,369,2754,379660,jharkhand,saraikela kharsawan,gobindpur rajnagar,arahasa,arahasa,331,0,322
20,369,2754,379661,jharkhand,saraikela kharsawan,gobindpur rajnagar,kamarbasa,kamarbasa,607,0,472
20,369,2754,379662,jharkhand,saraikela kharsawan,gobindpur rajnagar,keshargaria,keshargaria,764,0,345
20,369,2754,379663,jharkhand,saraikela kharsawan,gobindpur rajnagar,bhurkuli,bhurkuli,387,0,316
20,369,2754,379664,jharkhand,saraikela kharsawan,gobindpur rajnagar,kashida,kashida,437,0,360
20,369,2754,379665,jharkhand,saraikela kharsawan,gobindpur rajnagar,bardih,bardih,641,5,487
20,369,2754,379666,jharkhand,saraikela kharsawan,gobindpur rajnagar,dhuripada,dhuripada,1347,0,1287
20,369,2754,379667,jharkhand,saraikela kharsawan,gobindpur rajnagar,jonbani,jonbani,860,0,801
20,369,2754,379668,jharkhand,saraikela kharsawan,gobindpur rajnagar,dhanudihi,dhanudihi,445,0,445
20,369,2754,379669,jharkhand,saraikela kharsawan,gobindpur rajnagar,atodih,atodih,290,0,116
20,369,2754,379670,jharkhand,saraikela kharsawan,gobindpur rajnagar,rangamatia,rangamatia,219,0,212
20,369,2754,379671,jharkhand,saraikela kharsawan,gobindpur rajnagar,joddiha,joddiha,685,0,344
20,369,2754,379672,jharkhand,saraikela kharsawan,gobindpur rajnagar,barhai,barhai,241,0,227
20,369,2754,379673,jharkhand,saraikela kharsawan,gobindpur rajnagar,patka,patka,706,0,218
20,369,2754,379674,jharkhand,saraikela kharsawan,gobindpur rajnagar,telai,telai,555,8,122
20,369,2754,379675,jharkhand,saraikela kharsawan,gobindpur rajnagar,chailma,chailma,503,13,220
20,369,2754,379676,jharkhand,saraikela kharsawan,gobindpur rajnagar,bankasai,bankasai,158,0,30
20,369,2754,379677,jharkhand,saraikela kharsawan,gobindpur rajnagar,lodha,lodha,480,0,142
20,369,2754,379678,jharkhand,saraikela kharsawan,gobindpur rajnagar,soso,soso,516,0,138
20,369,2754,379679,jharkhand,saraikela kharsawan,gobindpur rajnagar,kuju,kuju,1225,0,483
20,369,2754,379680,jharkhand,saraikela kharsawan,gobindpur rajnagar,rengalbera,rengalbera,147,20,70
20,369,2754,379681,jharkhand,saraikela kharsawan,gobindpur rajnagar,icha,icha,904,47,0
20,369,2754,379684,jharkhand,saraikela kharsawan,gobindpur rajnagar,dehuridih,dehuridih,217,0,111
20,369,2754,379685,jharkhand,saraikela kharsawan,gobindpur rajnagar,hensal,hensal,260,0,215
20,369,2754,379686,jharkhand,saraikela kharsawan,gobindpur rajnagar,baddihi,baddihi,134,0,134
20,369,2754,379687,jharkhand,saraikela kharsawan,gobindpur rajnagar,bita,bita,940,0,740
20,369,2754,379688,jharkhand,saraikela kharsawan,gobindpur rajnagar,bisrampur,bisrampur,579,0,495
20,369,2754,379689,jharkhand,saraikela kharsawan,gobindpur rajnagar,amla tala,amla tala,488,0,116
20,369,2754,379690,jharkhand,saraikela kharsawan,gobindpur rajnagar,bhalupani,bhalupani,608,97,270
20,369,2754,379691,jharkhand,saraikela kharsawan,gobindpur rajnagar,jhalak,jhalak,665,1,523
20,369,2754,379692,jharkhand,saraikela kharsawan,gobindpur rajnagar,seresai,seresai,378,0,191
